Rank,Title,Artist,Year,genius_url
76,Come Over,Kenny Chesney,2012,https://genius.com/Kenny-chesney-come-over-lyrics
77,Heart Attack,Trey Songz,2012,https://genius.com/Trey-songz-heart-attack-lyrics
78,Drank In My Cup,Kirko Bangz,2012,https://genius.com/Kirko-bangz-drank-in-my-cup-lyrics
79,Birthday Cake,Rihanna Featuring Chris Brown,2012,https://genius.com/Adoseofbuckley-the-ten-worst-songs-of-2012-annotated
80,So Good,B.o.B,2012,https://genius.com/Bob-so-good-lyrics
81,50 Ways To Say Goodbye,Train,2012,https://genius.com/Train-50-ways-to-say-goodbye-lyrics
82,Red Solo Cup,Toby Keith,2012,https://genius.com/Toby-keith-red-solo-cup-lyrics
83,Love You Like A Love Song,Selena Gomez & The Scene,2012,https://genius.com/Selena-gomez-and-the-scene-love-you-like-a-love-song-lyrics
84,Turn Up The Music,Chris Brown,2012,https://genius.com/Chris-brown-turn-up-the-music-lyrics
85,Die Young,Ke$ha,2012,https://genius.com/The-midnight-beast-die-young-ke-ha-parody-lyrics
86,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,2012,https://genius.com/T-pain-5-oclock-lyrics
87,A Thousand Years,Christina Perri,2012,https://genius.com/Christina-perri-a-thousand-years-lyrics
88,Take A Little Ride,Jason Aldean,2012,https://genius.com/Jason-aldean-take-a-little-ride-lyrics
89,You Da One,Rihanna,2012,https://genius.com/Rihanna-you-da-one-lyrics
90,We Run The Night,Havana Brown Featuring Pitbull,2012,https://genius.com/Havana-brown-get-it-we-run-the-night-mashup-lyrics
91,It's Time,Imagine Dragons,2012,https://genius.com/Imagine-dragons-its-time-lyrics
92,Cashin' Out,Ca$h Out,2012,https://genius.com/Ca-h-out-cashin-out-lyrics
93,I Don't Want This Night To End,Luke Bryan,2012,https://genius.com/Luke-bryan-i-dont-want-this-night-to-end-lyrics
94,Diamonds,Rihanna,2012,https://genius.com/Rihanna-diamonds-lyrics
95,Hard To Love,Lee Brice,2012,https://genius.com/Lee-brice-hard-to-love-lyrics
96,Somethin' 'Bout A Truck,Kip Moore,2012,https://genius.com/Kip-moore-somethin-bout-a-truck-lyrics
97,Adorn,Miguel,2012,https://genius.com/Miguel-adorn-lyrics
98,Fly Over States,Jason Aldean,2012,https://genius.com/Jason-aldean-fly-over-states-lyrics
99,Even If It Breaks Your Heart,Eli Young Band,2012,https://genius.com/Eli-young-band-even-if-it-breaks-your-heart-lyrics
100,Burn It Down,Linkin Park,2012,https://genius.com/Linkin-park-burn-it-down-lyrics
1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2013,https://genius.com/Macklemore-and-ryan-lewis-thrift-shop-lyrics
2,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,https://genius.com/Billboard-longest-leading-hot-100-1s-december-16-2024-annotated
3,Radioactive,Imagine Dragons,2013,https://genius.com/Imagine-dragons-radioactive-lyrics
4,Harlem Shake,Baauer,2013,https://genius.com/Baauer-harlem-shake-lyrics
5,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2013,https://genius.com/Macklemore-and-ryan-lewis-cant-hold-us-lyrics
6,Mirrors,Justin Timberlake,2013,https://genius.com/Justin-timberlake-mirrors-lyrics
7,Just Give Me A Reason,P!nk Featuring Nate Ruess,2013,https://genius.com/P-nk-just-give-me-a-reason-lyrics
8,When I Was Your Man,Bruno Mars,2013,https://genius.com/Bruno-mars-when-i-was-your-man-lyrics
9,Cruise,Florida Georgia Line Featuring Nelly,2013,https://genius.com/Mr-varnell-turn-up-for-hick-hop-annotated
10,Roar,Katy Perry,2013,https://genius.com/Katy-perry-roar-lyrics
11,Locked Out Of Heaven,Bruno Mars,2013,https://genius.com/Bruno-mars-locked-out-of-heaven-lyrics
12,Ho Hey,The Lumineers,2013,https://genius.com/The-lumineers-ho-hey-lyrics
13,Stay,Rihanna Featuring Mikky Ekko,2013,https://genius.com/Genius-traductions-francaises-rihanna-stay-ft-mikky-ekko-traduction-francaise-lyrics
14,Get Lucky,Daft Punk Featuring Pharrell Williams,2013,https://genius.com/Gmpresents-get-lucky-daft-punk-feat-pharrell-williams-cover-lyrics
15,Royals,Lorde,2013,https://genius.com/Lorde-royals-lyrics
16,I Knew You Were Trouble.,Taylor Swift,2013,https://genius.com/Taylor-swift-i-knew-you-were-trouble-lyrics
17,We Can't Stop,Miley Cyrus,2013,https://genius.com/Miley-cyrus-we-cant-stop-lyrics
18,Wrecking Ball,Miley Cyrus,2013,https://genius.com/Miley-cyrus-wrecking-ball-lyrics
19,Wake Me Up!,Avicii,2013,https://genius.com/Avicii-wake-me-up-lyrics
20,Suit & Tie,Justin Timberlake Featuring JAY Z,2013,https://genius.com/Justin-timberlake-suit-and-tie-lyrics
21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,2013,https://genius.com/Anna-kendrick-cups-pitch-perfects-when-im-gone-pop-version-lyrics
22,Holy Grail,Jay Z Featuring Justin Timberlake,2013,https://genius.com/Rocawear-whats-new-lyrics
23,Scream & Shout,will.i.am & Britney Spears,2013,https://genius.com/William-scream-and-shout-lyrics
24,Clarity,Zedd Featuring Foxes,2013,https://genius.com/Zedd-clarity-zedd-union-mix-lyrics
25,Sail,AWOLNATION,2013,https://genius.com/Awolnation-sail-lyrics
26,Don't You Worry Child,Swedish House Mafia Featuring John Martin,2013,https://genius.com/Swedish-house-mafia-dont-you-worry-child-swedish-house-mafia-2023-rework-lyrics
27,Diamonds,Rihanna,2013,https://genius.com/Rihanna-diamonds-lyrics
28,I Love It,Icona Pop Featuring Charli XCX,2013,https://genius.com/Icona-pop-i-love-it-lyrics
29,Safe And Sound,Capital Cities,2013,https://genius.com/Capital-cities-safe-and-sound-lyrics
30,Treasure,Bruno Mars,2013,https://genius.com/Bruno-mars-treasure-lyrics
31,The Way,Ariana Grande Featuring Mac Miller,2013,https://genius.com/Fortnite-rift-tour-2021-lyrics
32,Started From The Bottom,Drake,2013,https://genius.com/Drake-started-from-the-bottom-lyrics
33,Come & Get It,Selena Gomez,2013,https://genius.com/Partynextdoor-and-drake-come-and-see-me-lyrics
34,"Hold On, We're Going Home",Drake Featuring Majid Jordan,2013,https://genius.com/Rolling-stone-the-500-greatest-songs-of-all-time-2021-annotated
35,Daylight,Maroon 5,2013,https://genius.com/Maroon-5-daylight-lyrics
36,Feel This Moment,Pitbull Featuring Christina Aguilera,2013,https://genius.com/Dylan-summer-feel-this-moment-lyrics
37,Applause,Lady Gaga,2013,https://genius.com/Lady-gaga-applause-lyrics
38,One More Night,Maroon 5,2013,https://genius.com/Maroon-5-one-more-night-lyrics
39,Love Me,Lil Wayne Featuring Drake & Future,2013,https://genius.com/Toxiplays-non-music-he-loved-you-inspiration-playlist-annotated
40,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,https://genius.com/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-light-em-up-lyrics
41,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",2013,https://genius.com/A-ap-rocky-fkin-problems-verzuz-rick-ross-x-2-chainz-lyrics
42,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,2013,https://genius.com/Justin-bieber-beauty-and-a-beat-lyrics
43,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,2013,https://genius.com/Macklemore-and-ryan-lewis-same-love-lyrics
44,Sweet Nothing,Calvin Harris Featuring Florence Welch,2013,https://genius.com/Two-friends-big-bootie-mix-volume-11-track-list-annotated
45,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,2013,
46,Home,Phillip Phillips,2013,https://genius.com/Phillip-phillips-home-lyrics
47,It's Time,Imagine Dragons,2013,https://genius.com/Imagine-dragons-its-time-lyrics
48,Power Trip,J. Cole Featuring Miguel,2013,https://genius.com/Nvp-summer-playlist-2015-annotated
49,Girl On Fire,Alicia Keys Featuring Nicki Minaj,2013,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2013-annotated
50,Heart Attack,Demi Lovato,2013,https://genius.com/Demi-lovato-heart-attack-lyrics
51,Love Somebody,Maroon 5,2013,https://genius.com/Maroon-5-love-somebody-lyrics
52,I Will Wait,Mumford & Sons,2013,https://genius.com/Mumford-and-sons-i-will-wait-lyrics
53,Try,P!nk,2013,https://genius.com/P-nk-try-lyrics
54,Wagon Wheel,Darius Rucker,2013,https://genius.com/Darius-rucker-wagon-wheel-lyrics
55,Gangnam Style,PSY,2013,https://genius.com/Psy-gangnam-style-lyrics
56,I Need Your Love,Calvin Harris Featuring Ellie Goulding,2013,https://genius.com/Brit-awards-2014-winners-and-nominees-lyrics
57,Die Young,Ke$ha,2013,https://genius.com/The-midnight-beast-die-young-ke-ha-parody-lyrics
58,Some Nights,fun.,2013,https://genius.com/Fun-some-nights-lyrics
59,Bad,Wale Featuring Tiara Thomas Or Rihanna,2013,https://genius.com/Genius-october-2022-singles-release-calendar-annotated
60,Boys 'Round Here,Blake Shelton Featuring Pistol Annies & Friends,2013,https://genius.com/Blake-shelton-boys-round-here-lyrics
61,"Gone, Gone, Gone",Phillip Phillips,2013,https://genius.com/Phillip-phillips-gone-gone-gone-lyrics
62,Demons,Imagine Dragons,2013,https://genius.com/Imagine-dragons-demons-lyrics
63,Counting Stars,OneRepublic,2013,https://genius.com/Onerepublic-counting-stars-lyrics
64,I Cry,Flo Rida,2013,https://genius.com/Flo-rida-i-cry-lyrics
65,Little Talks,Of Monsters And Men,2013,https://genius.com/Of-monsters-and-men-little-talks-lyrics
66,The Other Side,Jason Derulo,2013,https://genius.com/Jason-derulo-the-other-side-lyrics
67,Berzerk,Eminem,2013,https://genius.com/Eminem-berzerk-lyrics
68,Catch My Breath,Kelly Clarkson,2013,https://genius.com/Kelly-clarkson-catch-my-breath-lyrics
69,Crash My Party,Luke Bryan,2013,https://genius.com/Luke-bryan-crash-my-party-lyrics
70,Pour It Up,Rihanna,2013,https://genius.com/Rihanna-pour-it-up-lyrics
71,22,Taylor Swift,2013,https://genius.com/Taylor-swift-22-lyrics
72,I Want Crazy,Hunter Hayes,2013,https://genius.com/Hunter-hayes-i-want-crazy-lyrics
73,The Fox,Ylvis,2013,https://genius.com/Ylvis-the-fox-what-does-the-fox-say-lyrics
74,Best Song Ever,One Direction,2013,https://genius.com/One-direction-best-song-ever-lyrics
75,The A Team,Ed Sheeran,2013,https://genius.com/Ed-sheeran-the-a-team-lyrics
76,Carry On,fun.,2013,https://genius.com/Fun-carry-on-lyrics
77,Highway Don't Care,Tim McGraw With Taylor Swift,2013,https://genius.com/Country-genius-the-100-best-country-songs-of-all-time-lyrics
78,That's My Kind Of Night,Luke Bryan,2013,https://genius.com/Luke-bryan-thats-my-kind-of-night-lyrics
79,Swimming Pools (Drank),Kendrick Lamar,2013,https://genius.com/Kendrick-lamar-swimming-pools-drank-lyrics
80,Sure Be Cool If You Did,Blake Shelton,2013,https://genius.com/Blake-shelton-sure-be-cool-if-you-did-lyrics
81,#Beautiful,Mariah Carey Featuring Miguel,2013,
82,Troublemaker,Olly Murs Featuring Flo Rida,2013,https://genius.com/Genius-traducciones-al-espanol-olly-murs-troublemaker-ft-flo-rida-traduccion-al-espanol-lyrics
83,Body Party,Ciara,2013,https://genius.com/Ciara-body-party-lyrics
84,Adorn,Miguel,2013,https://genius.com/Miguel-adorn-lyrics
85,Hall Of Fame,The Script Featuring will.i.am,2013,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2013-annotated
86,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,https://genius.com/Ne-yo-let-me-love-you-until-you-learn-to-love-yourself-lyrics
87,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,2013,https://genius.com/Genius-users-a-ap-rocky-discography-list-annotated
88,Next To Me,Emeli Sande,2013,https://genius.com/Emeli-sande-next-to-me-lyrics
89,Mama's Broken Heart,Miranda Lambert,2013,https://genius.com/Miranda-lambert-mamas-broken-heart-lyrics
90,It Goes Like This,Thomas Rhett,2013,https://genius.com/Thomas-rhett-it-goes-like-this-lyrics
91,Bugatti,Ace Hood Featuring Future & Rick Ross,2013,https://genius.com/Genius-brasil-traducoes-ace-hood-bugatti-ft-future-and-rick-ross-traducao-em-portugues-lyrics
92,Wanted,Hunter Hayes,2013,https://genius.com/Hunter-hayes-wanted-lyrics
93,Downtown,Lady Antebellum,2013,https://genius.com/Lady-a-downtown-lyrics
94,Get Your Shine On,Florida Georgia Line,2013,https://genius.com/Florida-georgia-line-get-your-shine-on-lyrics
95,#thatPOWER,will.i.am Featuring Justin Bieber,2013,
96,Brave,Sara Bareilles,2013,https://genius.com/Sara-bareilles-brave-lyrics
97,Let Her Go,Passenger,2013,https://genius.com/Passenger-let-her-go-lyrics
98,Runnin' Outta Moonlight,Randy Houser,2013,https://genius.com/Randy-houser-runnin-outta-moonlight-lyrics
99,I'm Different,2 Chainz,2013,https://genius.com/2-chainz-im-different-lyrics
100,Still Into You,Paramore,2013,https://genius.com/Paramore-still-into-you-lyrics
1,Happy,Pharrell Williams,2014,https://genius.com/Pharrell-williams-happy-lyrics
2,Dark Horse,Katy Perry Featuring Juicy J,2014,https://genius.com/Mtv-2014-emas-nominees-and-winners-lyrics
3,All Of Me,John Legend,2014,https://genius.com/John-legend-all-of-me-lyrics
4,Fancy,Iggy Azalea Featuring Charli XCX,2014,https://genius.com/Rap-genius-users-grammys-predictions-2015-annotated
5,Counting Stars,OneRepublic,2014,https://genius.com/Onerepublic-counting-stars-lyrics
6,Talk Dirty,Jason Derulo Featuring 2 Chainz,2014,https://genius.com/Kollektiv-turmstrasse-tristesse-lyrics
7,Rude,MAGIC!,2014,https://genius.com/Magic-rude-lyrics
8,All About That Bass,Meghan Trainor,2014,https://genius.com/Meghan-trainor-all-about-that-bass-lyrics
9,Problem,Ariana Grande Featuring Iggy Azalea,2014,https://genius.com/Mtv-2014-emas-nominees-and-winners-lyrics
10,Stay With Me,Sam Smith,2014,https://genius.com/Sam-smith-stay-with-me-lyrics
11,Timber,Pitbull Featuring Ke$ha,2014,https://genius.com/Kollektiv-turmstrasse-tristesse-lyrics
12,Pompeii,Bastille,2014,https://genius.com/Bastille-pompeii-lyrics
13,Shake It Off,Taylor Swift,2014,https://genius.com/Taylor-swift-shake-it-off-lyrics
14,Am I Wrong,Nico & Vinz,2014,https://genius.com/Nico-and-vinz-am-i-wrong-lyrics
15,Turn Down For What,DJ Snake & Lil Jon,2014,https://genius.com/Dj-snake-and-lil-jon-turn-down-for-what-lyrics
16,The Monster,Eminem Featuring Rihanna,2014,https://genius.com/Rap-genius-users-grammys-predictions-2015-annotated
17,Say Something,A Great Big World & Christina Aguilera,2014,https://genius.com/A-great-big-world-and-christina-aguilera-say-something-lyrics
18,Team,Lorde,2014,https://genius.com/Lorde-team-lyrics
19,Let Her Go,Passenger,2014,https://genius.com/Passenger-let-her-go-lyrics
20,Royals,Lorde,2014,https://genius.com/Lorde-royals-lyrics
21,Let It Go,Idina Menzel,2014,https://genius.com/Idina-menzel-let-it-go-lyrics
